Name,City,ISO-3166,Country,IATA,Latitude,Longitude,Key,Hex
Inverell Airport,Inverell,AU,Australia,IVR,-29.8883,151.144,308,0134
Jabiru Airport,Jabiru,AU,Australia,JAB,-12.6583,132.893,309,0135
Perth Jandakot Airport,Perth,AU,Australia,JAD,-32.0975,115.881,310,0136
Julia Creek Airport,Julia Creek,AU,Australia,JCK,-20.6683,141.723,311,0137
Shute Harbour Airport,Shute Harbour,AU,Australia,JHQ,-20.2772,148.7556,312,0138
Kalbarri Airport,Kalbarri,AU,Australia,KAX,-27.6928,114.2592,313,0139
Streaky Bay,Streaky Bay,AU,Australia,KBY,-32.8358,134.2928,314,013A
Kings Creek Airport,Petermann,AU,Australia,KCS,-24.4233,131.835,315,013B
Kambalda,Kambalda,AU,Australia,KDB,-31.1903,121.5969,316,013C
Fortescue - Dave Forrest Aerodrome,Cloudbreak,AU,Australia,KFE,-22.2908,119.4371,317,013D
Kalkgurung Airport,Kalkgurung,AU,Australia,KFG,-17.4319,130.808,318,013E
Kingscote Airport,Kingscote,AU,Australia,KGC,-35.7139,137.521,319,013F
Kalgoorlie Boulder Airport,Kalgoorlie,AU,Australia,KGI,-30.7894,121.462,320,0140
Kingaroy Airport,Taabinga,AU,Australia,KGY,-26.5808,151.841,321,0141
Katanning,Katanning,AU,Australia,KNI,-33.6833,117.6569,322,0142
King Island Airport,King Island,AU,Australia,KNS,-39.8775,143.878,323,0143
Kununurra Airport,Kununurra,AU,Australia,KNX,-15.7781,128.708,324,0144
Kempsey Airport,Aldavilla,AU,Australia,KPS,-31.0744,152.77,325,0145
Karara Airport,Rothsay,AU,Australia,KQR,-29.2172,116.6869,326,0146
Kerang Airport,Kerang,AU,Australia,KRA,-35.7514,143.939,327,0147
Karumba Airport,Karumba,AU,Australia,KRB,-17.4567,140.83,328,0148
Karratha Airport,Karratha,AU,Australia,KTA,-20.7122,116.773,329,0149
Tindal Airport,Katherine,AU,Australia,KTR,-14.5211,132.378,330,014A
Kubin Airport,Kubin,AU,Australia,KUG,-10.225,142.218,331,014B
Kowanyama Airport,Kowanyama,AU,Australia,KWM,-15.4856,141.751,332,014C
Yalata Mission Airport,Yalata,AU,Australia,KYI,-31.4706,131.825,333,014D
Lord Howe Island Airport,Lord Howe Island,AU,Australia,LDH,-31.5383,159.077,334,014E
Learmonth Airport,Learmonth,AU,Australia,LEA,-22.2356,114.089,335,014F
Lake Evella Airport,Lake Evella,AU,Australia,LEL,-12.4989,135.806,336,0150
Leinster Airport,Leinster,AU,Australia,LER,-27.8433,120.703,337,0151
Leigh Creek Airport,Leigh Creek,AU,Australia,LGH,-30.5983,138.426,338,0152
Lightning Ridge Airport,Lightning Ridge,AU,Australia,LHG,-29.4567,147.984,339,0153
Leonora Airport,Leonora,AU,Australia,LNO,-28.8781,121.315,340,0154
Longreach Airport,Longreach,AU,Australia,LRE,-23.4342,144.28,341,0155
Launceston Airport,Launceston,AU,Australia,LST,-41.5453,147.214,342,0156
Lismore Airport,Lismore,AU,Australia,LSY,-28.8303,153.26,343,0157
Laverton Airport,Laverton,AU,Australia,LVO,-28.6136,122.424,344,0158
Lady Elliot Island,Lady Elliot Island,AU,Australia,LYT,-24.1133,152.7153,345,0159
Lizard Island Airport,Lizard Island,AU,Australia,LZR,-14.6733,145.4546,346,015A
Marble Bar,Marble Bar,AU,Australia,MBB,-21.1628,119.8361,347,015B
Maryborough Airport,Maryborough,AU,Australia,MBH,-25.5133,152.715,348,015C
Melbourne Moorabbin Airport,Melbourne,AU,Australia,MBW,-37.9758,145.102,349,015D
McArthur River Mine Airport,McArthur River Mine,AU,Australia,MCV,-16.4425,136.084,350,015E
Sunshine Coast Airport,Maroochydore,AU,Australia,MCY,-26.6033,153.091,351,015F
Melbourne Essendon Airport,Melbourne,AU,Australia,MEB,-37.7281,144.902,352,0160
Melbourne International Airport,Melbourne,AU,Australia,MEL,-37.6733,144.843,353,0161
Mount Gambier Airport,Mount Gambier,AU,Australia,MGB,-37.7456,140.785,354,0162
Milingimbi Airport,Milingimbi,AU,Australia,MGT,-12.0944,134.894,355,0163
Mount Hotham Airport,Mount Hotham,AU,Australia,MHU,-37.0475,147.334,356,0164
Merimbula Airport,Merimbula,AU,Australia,MIM,-36.9086,149.901,357,0165
Shark Bay Airport,Shark Bay,AU,Australia,MJK,-25.8939,113.577,358,0166
Manjimup,Manjimup,AU,Australia,MJP,-34.2653,116.1403,359,0167
Meekatharra Airport,Meekatharra,AU,Australia,MKR,-26.6117,118.548,360,0168
Mackay Airport,Mackay,AU,Australia,MKY,-21.1717,149.18,361,0169
Mount Magnet Airport,Mount Magnet,AU,Australia,MMG,-28.1161,117.842,362,016A
Maningrida Airport,Maningrida,AU,Australia,MNG,-12.0561,134.234,363,016B
Monto,Monto,AU,Australia,MNQ,-24.8858,151.1003,364,016C
Moomba Airport,Moomba,AU,Australia,MOO,-28.0994,140.197,365,016D
Moranbah Airport,Moranbah,AU,Australia,MOV,-22.0578,148.077,366,016E
Mildura Airport,Mildura,AU,Australia,MQL,-34.2292,142.086,367,016F
Mareeba Airport,Mareeba,AU,Australia,MRG,-17.0692,145.419,368,0170
Moree Airport,Moree,AU,Australia,MRZ,-29.4989,149.845,369,0171
Maitland Airport,Maitland,AU,Australia,MTL,-32.7013,151.4929,370,0172
Mitchell River,Mitchell River,AU,Australia,MXQ,-15.483,141.75,371,0173
Moruya Airport,Moruya,AU,Australia,MYA,-35.8978,150.144,372,0174
Murray Island Airport,Murray Island,AU,Australia,MYI,-9.9167,144.055,373,0175
Narrabri Airport,Narrabri,AU,Australia,NAA,-30.3192,149.827,374,0176
Naracoorte Airport,Naracoorte,AU,Australia,NAC,-36.9853,140.725,375,0177
Young Airport,Young,AU,Australia,NGA,-34.2556,148.248,376,0178
Noonkanbah Airport,Noonkanbah,AU,Australia,NKB,-18.4947,124.852,377,0179
Darnley Island Airport,Darnley Island,AU,Australia,NLF,-9.5833,143.767,378,017A
Nowra Airport,Nowra,AU,Australia,NOA,-34.9489,150.537,379,017B
Narrandera Airport,Narrandera,AU,Australia,NRA,-34.7022,146.512,380,017C
Norseman,Norseman,AU,Australia,NSM,-32.2092,121.7569,381,017D
Scone Airport,Scone,AU,Australia,NSO,-32.0372,150.832,382,017E
Newcastle Airport,Newcastle,AU,Australia,NTL,-32.795,151.834,383,017F
Normanton Airport,Normanton,AU,Australia,NTN,-17.6841,141.0697,384,0180
Numbulwar,Numbulwar,AU,Australia,NUB,-14.2717,135.7167,385,0181
Orange Airport,Orange,AU,Australia,OAG,-33.3817,149.133,386,0182
Boolgeeda,Brockman,AU,Australia,OCM,-22.54,117.275,387,0183
Oceanside Municipal Airport,Fraser Island,AU,Australia,OCN,33.2173,-117.354,388,0184
Yorke Island Airport,Yorke Island,AU,Australia,OKR,-9.7528,143.4057,389,0185
Oakey Airport,Oakey,AU,Australia,OKY,-27.4114,151.735,390,0186
Olympic Dam Airport,Olympic Dam,AU,Australia,OLP,-30.485,136.877,391,0187
Mornington Island Airport,Mornington Island,AU,Australia,ONG,-16.6625,139.178,392,0188
Onslow Airport,Onslow,AU,Australia,ONS,-21.6683,115.113,393,0189
Gudai-Darri Airstrip,Newman,AU,Australia,OOD,-22.5036,119.0763,394,018A
Gold Coast Airport,Coolangatta,AU,Australia,OOL,-28.1644,153.505,395,018B
Cooma Snowy Mountains Airport,Cooma,AU,Australia,OOM,-36.3006,148.974,396,018C
Oenpelli,Oenpelli,AU,Australia,OPI,-12.325,133.0056,397,018D
Yorketown,Yorketown,AU,Australia,ORR,-35.0031,137.6189,398,018E
Osborne Mine Airport,Burnham,AU,Australia,OSO,-22.0817,140.555,399,018F
Paraburdoo Airport,Paraburdoo,AU,Australia,PBO,-23.1711,117.745,400,0190
Penneshaw Airport,Penneshaw,AU,Australia,PEA,-35.7558,137.9629,401,0191
Perth International Airport,Perth,AU,Australia,PER,-31.9403,115.967,402,0192
Port Hedland International Airport,Port Hedland,AU,Australia,PHE,-20.3778,118.626,403,0193
The Monument Airport,Phosphate Hill,AU,Australia,PHQ,-21.8111,139.9236,404,0194
Parkes Airport,Parkes,AU,Australia,PKE,-33.1314,148.239,405,0195
Port Keats Airport,Wadeye,AU,Australia,PKT,-14.25,129.529,406,0196
Port Lincoln Airport,Port Lincoln,AU,Australia,PLO,-34.6053,135.88,407,0197
Palm Island Airport,Palm Island,AU,Australia,PMK,-18.7553,146.581,408,0198
Port Pirie Airport,Port Pirie,AU,Australia,PPI,-33.2389,137.995,409,0199
Proserpine Whitsunday Coast Airport,Prosserpine,AU,Australia,PPP,-20.495,148.552,410,019A
Port Macquarie Airport,Port Macquarie,AU,Australia,PQQ,-31.4358,152.863,411,019B
Portland Airport,Portland,AU,Australia,PTJ,-38.3181,141.471,412,019C
Port Augusta Airport,Argyle,AU,Australia,PUG,-32.5069,137.717,413,019D
Prominent Hill Airport,Prominent Hill,AU,Australia,PXH,-29.716,135.5244,414,019E
Carrapateena Airport,Carrapateena Mine,AU,Australia,QAC,-31.3083,137.4431,415,019F
Brisbane Archerfield Airport,Brisbane,AU,Australia,QBA,-27.5703,153.0081,416,01A0
Beverley Airport,Beverley,AU,Australia,QBB,-30.1867,139.5583,417,01A1
Lombadina Airport,Lombadina,AU,Australia,QBD,-16.5138,122.9253,418,01A2
Bega,Bega,AU,Australia,QBE,-36.667,149.833,419,01A3
Forrestania Airport,Forrestania,AU,Australia,QBF,-32.58,119.7033,420,01A4
Golden Grove Airport,Golden Grove,AU,Australia,QBG,-28.7642,116.9711,421,01A5
Mount Holland Airport,Mount Holland,AU,Australia,QBH,-32.1183,119.7683,422,01A6
Labona Airport,Carmichael Coal Mine,AU,Australia,QBL,-22.0039,146.3639,423,01A7
Jundee Airport,Jundee,AU,Australia,QBN,-26.4211,120.5775,424,01A8
Fortnum Airport,Fortnum,AU,Australia,QBO,-25.3333,118.367,425,01A9
Adelaide Parafield Airport,Adelaide,AU,Australia,QBP,-34.7933,138.6331,426,01AA
Redcliffe Airport,Redcliffe,AU,Australia,QBR,-27.2056,153.0686,427,01AB
Skardon River Airport,Mapoon,AU,Australia,QBS,-11.8666,142.0109,428,01AC
Tropicana Airport,Plumridge Lakes,AU,Australia,QBT,-29.1858,124.5503,429,01AD
Bellevue Airport,Leinster,AU,Australia,QBU,-27.6233,120.5917,430,01AE
Batemans Bay,Batemans Bay,AU,Australia,QBW,-35.717,150.183,431,01AF
Karara Airport,Rothsay,AU,Australia,QBY,-29.2172,116.6869,432,01B0
Narromine Airport,Narromine,AU,Australia,QRM,-32.2147,148.225,433,01B1
Warren Airport,Red Hill,AU,Australia,QRR,-31.7333,147.803,434,01B2
Byron Bay,Byron Bay,AU,Australia,QYN,-28.65,153.633,435,01B3
Ramingining Airport,Ramingining,AU,Australia,RAM,-12.3564,134.898,436,01B4
Robinvale,Robinvale,AU,Australia,RBC,-34.6506,142.7828,437,01B5
Richmond Airport,Richmond,AU,Australia,RCM,-20.7019,143.115,438,01B6
Roma Airport,Roma,AU,Australia,RMA,-26.545,148.775,439,01B7
Renmark Airport,Renmark,AU,Australia,RMK,-34.1964,140.674,440,01B8
Rockhampton Airport,Rockhampton,AU,Australia,ROK,-23.3819,150.475,441,01B9
Roper Bar Airport,Roper Bar,AU,Australia,RPB,-14.7348,134.5255,442,01BA
Ngukurr Airport,Roper River,AU,Australia,RPM,-14.7228,134.747,443,01BB
Rottnest Island Airport,Rottnest Island,AU,Australia,RTS,-32.0067,115.54,444,01BC
Ravensthorpe Airport,Ravensthorpe,AU,Australia,RVT,-33.7972,120.208,445,01BD
Saibai Island Airport,Saibai Island,AU,Australia,SBR,-9.3783,142.625,446,01BE
St George Airport,St George,AU,Australia,SGO,-28.0497,148.595,447,01BF
Southport,Southport,AU,Australia,SHQ,-27.9217,153.3714,448,01C0
Shepparton Airport,Shepparton,AU,Australia,SHT,-36.4289,145.393,449,01C1
Smith Point,Smith Point,AU,Australia,SHU,-11.15,132.15,450,01C2
Smithton Airport,Smithton,AU,Australia,SIO,-40.835,145.084,451,01C3
Solomon Airport,Solomon,AU,Australia,SLJ,-22.2554,117.7627,452,01C4
Snake Bay Airport,Milikapiti,AU,Australia,SNB,-11.4228,130.654,453,01C5
Strahan Airport,Strahan,AU,Australia,SRN,-42.155,145.292,454,01C6
Stawell Airport,Stawell,AU,Australia,SWC,-37.0717,142.741,455,01C7
Swan Hill Airport,Swan Hill,AU,Australia,SWH,-35.3758,143.533,456,01C8
West Sale Airport,Sale,AU,Australia,SXE,-38.0908,146.9653,457,01C9
Sydney Kingsford Smith International Airport,Sydney,AU,Australia,SYD,-33.9461,151.177,458,01CA
Warraber Island Airport,Sue Islet,AU,Australia,SYU,-10.2083,142.825,459,01CB
Tennant Creek Airport,Tennant Creek,AU,Australia,TCA,-19.6344,134.183,460,01CC
Theodore Airport,Theodore,AU,Australia,TDR,-24.9933,150.093,461,01CD
Telfer Airport,Telfer,AU,Australia,TEF,-21.715,122.229,462,01CE
Temora Airport,Temora,AU,Australia,TEM,-34.4214,147.512,463,01CF
Latrobe Valley Airport,Morwell,AU,Australia,TGN,-38.2072,146.47,464,01D0
Thangool Airport,Biloela,AU,Australia,THG,-24.4939,150.576,465,01D1
Turkey Creek,Turkey Creek,AU,Australia,TKY,-17.0408,128.2058,466,01D2
Tamworth Airport,Tamworth,AU,Australia,TMW,-31.0839,150.847,467,01D3
Trepell Airport,Trepell,AU,Australia,TQP,-21.835,140.8883,468,01D4
Taree Airport,Taree,AU,Australia,TRO,-31.8886,152.514,469,01D5
Townsville Airport,Townsville,AU,Australia,TSV,-19.2525,146.765,470,01D6
Truscott-Mungalalu Airport,Truscott-Mungalalu,AU,Australia,TTX,-14.0897,126.3808,471,01D7
Tumut Airport,Tumut,AU,Australia,TUM,-35.2628,148.241,472,01D8
Toowoomba Airport,Toowoomba,AU,Australia,TWB,-27.5428,151.916,473,01D9
Tibooburra Airport,Tibooburra,AU,Australia,TYB,-29.4511,142.058,474,01DA
Mabuiag Island Airport,Mabuiag Island,AU,Australia,UBB,-9.95,142.183,475,01DB
Kalumburu,Kalumburu,AU,Australia,UBU,-14.2881,126.6344,476,01DC
Quirindi,Quirindi,AU,Australia,UIR,-31.4906,150.5139,477,01DD
Quilpie Airport,Quilpie,AU,Australia,ULP,-26.6122,144.253,478,01DE
Woomera Airfield,Woomera,AU,Australia,UMR,-31.1442,136.817,479,01DF
Victoria River Downs Airport,Victoria River Downs,AU,Australia,VCD,-16.4021,131.005,480,01E0
Warwick,Warwick,AU,Australia,WAZ,-28.1494,151.9431,481,01E1
Carosue Dam Airstrip,Carosue Dam,AU,Australia,WCD,-30.1742,122.3222,482,01E2
Weipa Airport,Weipa,AU,Australia,WEI,-12.6786,141.925,483,01E3
Wagga Wagga City Airport,Wagga Wagga,AU,Australia,WGA,-35.1653,147.466,484,01E4
Walgett Airport,Walgett,AU,Australia,WGE,-30.0328,148.126,485,01E5
Wangaratta Airport,Wangaratta,AU,Australia,WGT,-36.4158,146.307,486,01E6
Eliwana Airport,Eliwana,AU,Australia,WHB,-22.4307,116.8864,487,01E7
Winton Airport,Winton,AU,Australia,WIN,-22.3636,143.086,488,01E8
Wilcannia Airport,Wilcannia,AU,Australia,WIO,-31.5264,143.375,489,01E9
Warracknabeal Airport,Warracknabeal,AU,Australia,WKB,-36.3211,142.419,490,01EA
Miles Aerodrome,Miles,AU,Australia,WLE,-26.8081,150.1675,491,01EB
West Angelas Airport,West Angelas,AU,Australia,WLP,-23.1358,118.7069,492,01EC
Warrnambool Airport,Warrnambool,AU,Australia,WMB,-38.2953,142.447,493,01ED
Mount Keith Airport,Mount Keith,AU,Australia,WME,-27.2864,120.555,494,01EE
Windorah Airport,Windorah,AU,Australia,WNR,-25.4131,142.667,495,01EF
Wollongong Airport,Wollongong,AU,Australia,WOL,-34.5611,150.789,496,01F0
Windarling Airport,Windarling Mine,AU,Australia,WRN,-30.0322,119.3869,497,01F1
Whitsunday Island Airport,Airlie Beach,AU,Australia,WSY,-20.2761,148.755,498,01F2
Toowoomba Wellcamp Airport,Toowoomba,AU,Australia,WTB,-27.5583,151.7933,499,01F3
Wudinna,Wudinna,AU,Australia,WUD,-33.0433,135.4472,500,01F4
Murrin Murrin Airport,Murrin Murrin,AU,Australia,WUI,-28.7053,121.8906,501,01F5
Wiluna Airport,Wiluna,AU,Australia,WUN,-26.6292,120.221,502,01F6
West Wyalong Airport,West Wyalong,AU,Australia,WWY,-33.9372,147.191,503,01F7
Whyalla Airport,Whyalla,AU,Australia,WYA,-33.0589,137.514,504,01F8
Wyndham Airport,Wyndham,AU,Australia,WYN,-15.5114,128.153,505,01F9
Colac,Colac,AU,Australia,XCO,-38.2864,143.6797,506,01FA
Mallacoota Airport,Mallacoota,AU,Australia,XMC,-37.5983,149.72,507,01FB
Yam Island Airport,Yam Island,AU,Australia,XMY,-9.9011,142.776,508,01FC
RAAF Base Richmond,Richmond,AU,Australia,XRH,-33.6006,150.781,509,01FD
Thargomindah Airport,Thargomindah,AU,Australia,XTG,-27.9864,143.811,510,01FE
Taroom Airport,Taroom,AU,Australia,XTO,-25.8017,149.9,511,01FF
Tara,Tara,AU,Australia,XTR,-27.1636,150.4761,512,0200
Yuendumu Airport,Yuendumu ,AU,Australia,YUE,-22.2542,131.782,513,0201
Biloela Airport,Biloela,AU,Australia,ZBL,-24.4,150.51,514,0202
Bowen Airport,Bowen,AU,Australia,ZBO,-20.0183,148.215,515,0203
Newman Airport,Newman,AU,Australia,ZNE,-23.4178,119.803,516,0204
Queen Beatrix International Airport,Oranjestad,AW,Aruba,AUA,12.5014,-70.0152,517,0205
Mariehamn Airport,Mariehamn,AX,�land,MHQ,60.1222,19.8982,518,0206
Gabala International Airport,Qabala,AZ,Azerbaijan,GBB,40.8267,47.7125,519,0207
Ganja International Airport,Ganja,AZ,Azerbaijan,GNJ,40.7377,46.3176,520,0208
Heydar Aliyev International Airport,Baku,AZ,Azerbaijan,GYD,40.4675,50.0467,521,0209
Ganja Airport,Ganja,AZ,Azerbaijan,KVD,40.7377,46.3176,522,020A
Lankaran International Airport,Lankaran,AZ,Azerbaijan,LLK,38.7464,48.818,523,020B
Nakhchivan Airport,Nakhchivan,AZ,Azerbaijan,NAJ,39.1888,45.4584,524,020C
Zaqatala International Airport,Zaqatala,AZ,Azerbaijan,ZTU,41.5622,46.6672,525,020D
Zabrat Airport,Baku,AZ,Azerbaijan,ZXT,40.4955,49.9768,526,020E
Banja Luka International Airport,Banja Luka,BA,Bosnia and Herzegovina,BNX,44.9414,17.2975,527,020F
Mostar International Airport,Mostar,BA,Bosnia and Herzegovina,OMO,43.2829,17.8459,528,0210
Sarajevo International Airport,Sarajevo,BA,Bosnia and Herzegovina,SJJ,43.8246,18.3315,529,0211
Tuzla International Airport,Tuzla,BA,Bosnia and Herzegovina,TZL,44.4587,18.7248,530,0212
Sir Grantley Adams International Airport,Bridgetown,BB,Barbados,BGI,13.0746,-59.4925,531,0213
Barisal Airport,Barisal,BD,Bangladesh,BZL,22.801,90.3012,532,0214
Shah Amanat International Airport,Chittagong,BD,Bangladesh,CGP,22.2496,91.8133,533,0215
Cox's Bazar Airport,Cox's Bazar,BD,Bangladesh,CXB,21.4522,91.9639,534,0216
Hazrat Shahjalal International Airport,Dhaka,BD,Bangladesh,DAC,23.8433,90.3978,535,0217
Ishurdi Airport,Ishurdi,BD,Bangladesh,IRD,24.1525,89.0494,536,0218
Jessore Airport,Jessore,BD,Bangladesh,JSR,23.1838,89.1608,537,0219
Lalmonirhat Airport,Lalmonirhat,BD,Bangladesh,LLJ,25.8897,89.4323,538,021A
Shah Mokhdum Airport,Rajshahi,BD,Bangladesh,RJH,24.4372,88.6165,539,021B
Saidpur Airport,Saidpur,BD,Bangladesh,SPD,25.7592,88.9089,540,021C
Osmany International Airport,Sylhet Osmani,BD,Bangladesh,ZYL,24.9632,91.8668,541,021D
Antwerp International Airport (Deurne),Antwerp,BE,Belgium,ANR,51.1894,4.4603,542,021E
Brussels Airport,Brussels,BE,Belgium,BRU,50.9014,4.4844,543,021F
Brussels South Charleroi Airport,Charleroi,BE,Belgium,CRL,50.4592,4.4538,544,0220
Wevelgem Airport,Kortrijk-vevelgem,BE,Belgium,KJK,50.8172,3.2047,545,0221
Liège Airport,Liege,BE,Belgium,LGG,50.6374,5.4432,546,0222
Zoersel (Oostmalle) Airfield,Zoersel,BE,Belgium,OBL,51.2647,4.7533,547,0223
Ostend-Bruges International Airport,Ostend,BE,Belgium,OST,51.1989,2.8622,548,0224
Bobo Dioulasso Airport,Bobo-dioulasso,BF,Burkina Faso,BOY,11.1601,-4.331,549,0225
Ouagadougou Airport,Ouagadougou,BF,Burkina Faso,OUA,12.3532,-1.5124,550,0226
Burgas Airport,Bourgas,BG,Bulgaria,BOJ,42.5696,27.5152,551,0227
Gorna Oryahovitsa Airport,Gorna Orechovica,BG,Bulgaria,GOZ,43.1514,25.7129,552,0228
Bezmer Air Base,Yambol,BG,Bulgaria,JAM,42.4549,26.3522,553,0229
Plovdiv International Airport,Plovdiv,BG,Bulgaria,PDV,42.0678,24.8508,554,022A
Sofia Airport,Sofia,BG,Bulgaria,SOF,42.6967,23.4114,555,022B
Stara Zagora Airport,Stara Zagora,BG,Bulgaria,SZR,42.3767,25.655,556,022C
Varna Airport,Varna,BG,Bulgaria,VAR,43.2321,27.8251,557,022D
Bahrain International Airport,Bahrain,BH,Bahrain,BAH,26.2708,50.6336,558,022E
Bujumbura International Airport,Bujumbura,BI,Burundi,BJM,-3.324,29.3185,559,022F
Gitega Airport,Gitega,BI,Burundi,GID,-3.4172,29.9113,560,0230
Cadjehoun Airport,Cotonou,BJ,Benin,COO,6.3572,2.3844,561,0231
Kandi Airport,Kandi,BJ,Benin,KDC,11.1448,2.9404,562,0232
Parakou Airport,Parakou,BJ,Benin,PKO,9.3577,2.6097,563,0233
L.F. Wade International International Airport,Bermuda,BM,Bermuda,BDA,32.364,-64.6787,564,0234
Brunei International Airport,Bandar Seri Begawan,BN,Brunei,BWN,4.9442,114.928,565,0235
Bermejo Airport,Bermejo,BO,Bolivia,BJO,-22.7733,-64.3129,566,0236
Yacuiba Airport,Yacuiba,BO,Bolivia,BYC,-21.9609,-63.6517,567,0237
Jorge Wilsterman International Airport,Cochabamba,BO,Bolivia,CBB,-17.4211,-66.1771,568,0238
Chimore Airport,Chapacura,BO,Bolivia,CCA,-16.9768,-65.1456,569,0239
Capitán Aníbal Arab Airport,Cobija,BO,Bolivia,CIJ,-11.0404,-68.783,570,023A
Capitán de Av. Emilio Beltrán Airport,Guayaramerín,BO,Bolivia,GYA,-10.8206,-65.3456,571,023B
El Alto International Airport,La Paz,BO,Bolivia,LPB,-16.5133,-68.1923,572,023C
Juan Mendoza Airport,Oruro,BO,Bolivia,ORU,-17.9626,-67.0762,573,023D
Capitan Nicolas Rojas Airport,Potosi,BO,Bolivia,POI,-19.5431,-65.7237,574,023E
Capitán Av. Salvador Ogaya G. airport,Puerto Suarez,BO,Bolivia,PSZ,-18.9753,-57.8206,575,023F
Puerto Rico Airport,Puerto Rico/Manuripi,BO,Bolivia,PUR,-11.1077,-67.5512,576,0240
Rurenabaque Airport,Rerrenabaque,BO,Bolivia,RBQ,-14.4279,-67.4968,577,0241
Reyes Airport,Reyes,BO,Bolivia,REY,-14.3044,-67.3534,578,0242
Capitán Av. Selin Zeitun Lopez Airport,Riberalta,BO,Bolivia,RIB,-11,-66,579,0243
Santa Ana Del Yacuma Airport,Santa Ana,BO,Bolivia,SBL,-13.7622,-65.4352,580,0244
Juana Azurduy De Padilla Airport,Sucre,BO,Bolivia,SRE,-19.0071,-65.2887,581,0245
Capitán Av. German Quiroga G. Airport,San Borja,BO,Bolivia,SRJ,-14.8592,-66.7375,582,0246
El Trompillo Airport,Santa Cruz,BO,Bolivia,SRZ,-17.8116,-63.1715,583,0247
Teniente Av. Jorge Henrich Arauz Airport,Trinidad,BO,Bolivia,TDD,-14.8187,-64.918,584,0248
Capitan Oriel Lea Plaza Airport,Tarija,BO,Bolivia,TJA,-21.5557,-64.7013,585,0249
Uyuni Airport,Uyuni,BO,Bolivia,UYU,-20.4463,-66.8484,586,024A
Teniente Coronel Rafael Pabón Airport,Villa Montes,BO,Bolivia,VLM,-21.2552,-63.4056,587,024B
Viru Viru International Airport,Santa Cruz,BO,Bolivia,VVI,-17.6448,-63.1354,588,024C
Flamingo International Airport,Kralendijk,BQ,"Bonaire, Sint Eustatius and Saba",BON,12.131,-68.2685,589,024D
F. D. Roosevelt Airport,Oranjestad,BQ,"Bonaire, Sint Eustatius and Saba",EUX,17.4965,-62.9794,590,024E
Juancho E. Yrausquin Airport,Saba,BQ,"Bonaire, Sint Eustatius and Saba",SAB,17.645,-63.22,591,024F
Romeu Zema Airport,Araxa,BR,Brazil,AAX,-19.5632,-46.9604,592,0250
Piloto Osvaldo Marques Dias Airport,Alta Floresta,BR,Brazil,AFL,-9.8664,-56.105,593,0251
Aripuanã Airport,Aripuana,BR,Brazil,AIR,-10.1883,-59.4573,594,0252
Santa Maria Airport,Aracaju,BR,Brazil,AJU,-10.984,-37.0703,595,0253
Gaudncio Machado Ramos Airport,Alegrete,BR,Brazil,ALQ,-29.8127,-55.8934,596,0254
Arapiraca Airport,Arapiraca,BR,Brazil,APQ,-9.7754,-36.6292,597,0255
Araraquara Airport,Araracuara,BR,Brazil,AQA,-21.812,-48.133,598,0256
Araçatuba Airport,Aracatuba,BR,Brazil,ARU,-21.1413,-50.4247,599,0257
